ETF,Financial Status,Market Category,NextShares,Round Lot Size,Security Name,Symbol,Test Issue
N,N,S,N,100,Alpha Partners Technology Merger Corp. - Class A Ordinary Shares,APTM,N
N,N,S,N,100,Alpha Partners Technology Merger Corp. - Unit,APTMU,N
N,N,S,N,100,Alpha Partners Technology Merger Corp. - Warrant,APTMW,N
N,D,S,N,100,"Aptose Biosciences, Inc. - Common Shares",APTO,N
N,D,S,N,100,Aptinyx Inc. - Common Stock,APTX,N
N,N,S,N,100,Aptevo Therapeutics Inc. - Common Stock,APVO,N
N,N,S,N,100,"Asia Pacific Wire & Cable Corporation Limited  - Common shares, Par value .01 per share",APWC,N
N,N,G,N,100,APx Acquisition Corp. I - Class A Ordinary Share,APXI,N
N,N,G,N,100,APx Acquisition Corp. I - Unit,APXIU,N
N,N,G,N,100,APx Acquisition Corp. I - Warrant,APXIW,N
N,N,Q,N,100,Apyx Medical Corporation - Common Stock,APYX,N
N,D,S,N,100,"AquaBounty Technologies, Inc. - Common Stock",AQB,N
N,D,S,N,100,"Aqua Metals, Inc. - Common Stock",AQMS,N
N,D,G,N,100,"Aquestive Therapeutics, Inc. - Common Stock",AQST,N
N,N,S,N,100,Aquaron Acquisition Corp. - Common Stock,AQU,N
N,N,S,N,100,Aquaron Acquisition Corp. - Rights,AQUNR,N
N,N,S,N,100,Aquaron Acquisition Corp. - Units,AQUNU,N
Y,N,G,N,100,Global X Clean Water ETF,AQWA,N
N,N,Q,N,100,"Aravive, Inc. - Common Stock",ARAV,N
N,N,Q,N,100,Accuray Incorporated - Common Stock,ARAY,N
N,N,S,N,100,Arbe Robotics Ltd. - Ordinary Shares,ARBE,N
N,N,S,N,100,Arbe Robotics Ltd. - Warrant,ARBEW,N
N,N,S,N,100,Aequi Acquisition Corp. - common stock,ARBG,N
N,N,S,N,100,Aequi Acquisition Corp. - Unit,ARBGU,N
N,N,S,N,100,Aequi Acquisition Corp. - warrants,ARBGW,N
N,D,Q,N,100,Argo Blockchain plc - American Depositary Shares,ARBK,N
N,N,G,N,100,Argo Blockchain plc - 8.75% Senior Notes due 2026,ARBKL,N
N,N,Q,N,100,ArcBest Corporation - Common Stock,ARCB,N
N,N,Q,N,100,Ares Capital Corporation - Closed End Fund,ARCC,N
N,N,Q,N,100,Arco Platform Limited - Class A Common Shares,ARCE,N
N,N,G,N,100,Arbor Rapha Capital Bioholdings Corp. I - Class A Common Stock,ARCK,N
N,N,G,N,100,Arbor Rapha Capital Bioholdings Corp. I - Units,ARCKU,N
N,N,G,N,100,Arbor Rapha Capital Bioholdings Corp. I - Warrants,ARCKW,N
N,N,G,N,100,Arcturus Therapeutics Holdings Inc. - Common Stock,ARCT,N
N,D,S,N,100,Aridis Pharmaceuticals Inc. - Common Stock,ARDS,N
N,N,G,N,100,"Ardelyx, Inc. - Common Stock",ARDX,N
N,D,S,N,100,"American Rebel Holdings, Inc. - Common Stock",AREB,N
N,N,S,N,100,"American Rebel Holdings, Inc. - warrants",AREBW,N
N,N,S,N,100,American Resources Corporation - Class A Common Stock,AREC,N
N,N,Q,N,100,argenx SE - American Depositary Shares,ARGX,N
N,N,Q,N,100,"Arhaus, Inc. - Class A Common Stock",ARHS,N
N,N,G,N,100,Arisz Acquisition Corp. - Common Stock,ARIZ,N
N,N,G,N,100,Arisz Acquisition Corp. - Right,ARIZR,N
N,N,G,N,100,Arisz Acquisition Corp. - Unit,ARIZU,N
N,N,G,N,100,Arisz Acquisition Corp. - Warrant,ARIZW,N
N,N,S,N,100,ARKO Corp. - Common Stock,ARKO,N
N,N,S,N,100,ARKO Corp. - Warrant,ARKOW,N
N,N,G,N,100,Ark Restaurants Corp. - Common Stock,ARKR,N
N,N,Q,N,100,"Alliance Resource Partners, L.P. - Common Units Representing Limited Partnership Interests",ARLP,N
N,N,Q,N,100,Arrow Financial Corporation - Common Stock,AROW,N
N,N,S,N,100,Arqit Quantum Inc. - Ordinary Shares,ARQQ,N
N,N,S,N,100,Arqit Quantum Inc. - Warrants,ARQQW,N
N,N,Q,N,100,"Arcutis Biotherapeutics, Inc. - Common stock",ARQT,N
N,N,S,N,100,Arrowroot Acquisition Corp. - Class A common stock,ARRW,N
N,N,S,N,100,Arrowroot Acquisition Corp. - Unit,ARRWU,N
N,N,S,N,100,Arrowroot Acquisition Corp. - Warrant,ARRWW,N
N,N,G,N,100,"Array Technologies, Inc. - Common Stock",ARRY,N
N,N,G,N,100,Artemis Strategic Investment Corporation - Class A Common Stock,ARTE,N
N,N,G,N,100,Artemis Strategic Investment Corporation - Unit,ARTEU,N
N,N,G,N,100,Artemis Strategic Investment Corporation - Warrant,ARTEW,N
N,N,S,N,100,"Artelo Biosciences, Inc. - Common Stock",ARTL,N
N,N,S,N,100,"Artelo Biosciences, Inc. - Warrant",ARTLW,N
N,N,Q,N,100,Artesian Resources Corporation - Class A Non-Voting Common Stock,ARTNA,N
N,N,S,N,100,"Art's-Way Manufacturing Co., Inc. - Common Stock",ARTW,N
N,D,Q,N,100,Arrival - Ordinary Shares,ARVL,N
N,N,Q,N,100,"Arvinas, Inc. - Common Stock",ARVN,N
Y,N,G,N,100,First Trust Indxx Metaverse ETF,ARVR,N
N,N,Q,N,100,"Arrowhead Pharmaceuticals, Inc. - Common Stock",ARWR,N
N,N,S,N,100,ARYA Sciences Acquisition Corp IV - Class A Ordinary Shares,ARYD,N
N,N,S,N,100,ARYA Sciences Acquisition Corp V - Class A Ordinary Shares,ARYE,N
N,D,S,N,100,Waitr Holdings Inc. - Common Stock,ASAP,N
N,N,S,N,100,A SPAC I Acquisition Corp. - Class A Ordinary Share,ASCA,N
N,N,S,N,100,A SPAC I Acquisition Corp. - Right,ASCAR,N
N,N,S,N,100,A SPAC I Acquisition Corp. - Unit,ASCAU,N
N,N,S,N,100,A SPAC I Acquisition Corp. - Warrant,ASCAW,N
N,N,G,N,100,"A SPAC II Acquisition Corp. - Ordinary Shares, Class A Common Stock",ASCB,N
N,N,G,N,100,A SPAC II Acquisition Corp. - Right,ASCBR,N
N,N,G,N,100,A SPAC II Acquisition Corp. - Unit,ASCBU,N
N,N,G,N,100,A SPAC II Acquisition Corp. - Warrant,ASCBW,N
Y,N,G,N,100,FlexShares Real Assets Allocation Index Fund,ASET,N
N,N,S,N,100,AerSale Corporation - Common Stock,ASLE,N
N,D,S,N,100,ASLAN Pharmaceuticals Limited - American Depositary Shares,ASLN,N
N,N,Q,N,100,"Assembly Biosciences, Inc. - Common Stock",ASMB,N
N,N,Q,N,100,ASML Holding N.V. - New York Registry Shares,ASML,N
N,N,Q,N,100,Ascendis Pharma A/S - American Depositary Shares,ASND,N
N,D,S,N,100,"Actelis Networks, Inc. - Common Stock",ASNS,N
N,N,Q,N,100,"Academy Sports and Outdoors, Inc. - Common Stock",ASO,N
N,N,S,N,100,"Abri SPAC I, Inc. - Common Stock",ASPA,N
N,N,S,N,100,"Abri SPAC I, Inc. - Unit",ASPAU,N
N,N,S,N,100,"Abri SPAC I, Inc. - Warrant",ASPAW,N
N,N,S,N,100,ASP Isotopes Inc. - Common Stock,ASPI,N
N,N,Q,N,100,Altisource Portfolio Solutions S.A. - Common Stock,ASPS,N
N,D,G,N,100,Aspen Group Inc. - Common Stock,ASPU,N
N,N,S,N,100,"Assertio Holdings, Inc. - Common Stock",ASRT,N
N,N,G,N,100,AmeriServ Financial Inc. - Common Stock,ASRV,N
N,N,S,N,100,Astrotech Corporation - Common Stock,ASTC,N
N,N,Q,N,100,"Astec Industries, Inc. - Common Stock",ASTE,N
N,N,S,N,100,"Ascent Solar Technologies, Inc - Common Stock",ASTI,N
N,N,G,N,100,Algoma Steel Group Inc. - Common Shares,ASTL,N
N,N,G,N,100,Algoma Steel Group Inc. - Warrant,ASTLW,N
N,D,Q,N,100,"Astra Space, Inc. - Class A Common Stock",ASTR,N
N,N,Q,N,100,"AST SpaceMobile, Inc. - Class A Common Stock",ASTS,N
N,N,Q,N,100,"AST SpaceMobile, Inc. - Warrant",ASTSW,N
N,N,S,N,100,Asure Software Inc - Common Stock,ASUR,N
N,N,Q,N,100,"Amtech Systems, Inc. - Common Stock",ASYS,N
N,N,G,N,100,ATAI Life Sciences N.V. - Common Shares,ATAI,N
N,N,G,N,100,Aurora Technology Acquisition Corp. - Class A Ordinary Shares,ATAK,N
N,N,G,N,100,Aurora Technology Acquisition Corp. - Rights,ATAKR,N
N,N,G,N,100,Aurora Technology Acquisition Corp. - Unit,ATAKU,N
N,N,G,N,100,Aurora Technology Acquisition Corp. - Warrants,ATAKW,N
N,N,Q,N,100,Atour Lifestyle Holdings Limited - American Depositary Shares,ATAT,N
N,N,G,N,100,Atlas Corp. - 7.125% Notes due 2027,ATCOL,N
N,N,G,N,100,"Atlas Technical Consultants, Inc. - Class A Common Stock",ATCX,N
N,N,Q,N,100,"Alphatec Holdings, Inc. - Common Stock",ATEC,N
N,N,S,N,100,"Aterian, Inc. - Common Stock",ATER,N
N,N,S,N,100,Anterix Inc. - Common Stock,ATEX,N
N,N,Q,N,100,"Athira Pharma, Inc. - Common Stock",ATHA,N
N,D,S,N,100,Alterity Therapeutics Limited - American Depositary Shares,ATHE,N
N,D,S,N,100,"Athersys, Inc. - Common Stock",ATHX,N
N,N,S,N,100,ATIF Holdings Limited - Ordinary Shares,ATIF,N
N,N,Q,N,100,Atlanticus Holdings Corporation - Common Stock,ATLC,N
N,N,G,N,100,Atlanticus Holdings Corporation - 6.125% Senior Notes due 2026,ATLCL,N
N,N,Q,N,100,"Atlanticus Holdings Corporation - 7.625% Series B Cumulative Perpetual Preferred Stock, no par value per share",ATLCP,N
N,N,S,N,100,Ames National Corporation - Common Stock,ATLO,N
N,N,S,N,100,Atlas Lithium Corporation - Common Stock,ATLX,N
N,N,G,N,100,AlphaTime Acquisition Corp - Unit,ATMCU,N
N,N,G,N,100,AlphaVest Acquisition Corp - Unit,ATMVU,N
N,N,S,N,100,180 Life Sciences Corp. - Common Stock,ATNF,N
N,N,S,N,100,180 Life Sciences Corp. - Warrant,ATNFW,N
N,N,Q,N,100,"ATN International, Inc. - Common Stock",ATNI,N
N,D,Q,N,100,"Athenex, Inc. - Common Stock",ATNX,N
N,N,S,N,100,Atomera Incorporated - Common Stock,ATOM,N
N,D,S,N,100,"Atossa Therapeutics, Inc. - Common Stock",ATOS,N
N,N,Q,N,100,"Atara Biotherapeutics, Inc. - Common Stock",ATRA,N
N,N,G,N,100,"AtriCure, Inc. - Common Stock",ATRC,N
N,N,Q,N,100,Atrion Corporation - Common Stock,ATRI,N
N,N,Q,N,100,Astronics Corporation - Common Stock,ATRO,N
N,N,Q,N,100,"Air Transport Services Group, Inc - Common Stock",ATSG,N
N,N,Q,N,100,"Activision Blizzard, Inc - Common Stock",ATVI,N
N,N,S,N,100,Addentax Group Corp. - Common Stock,ATXG,N
N,N,S,N,100,"Avenue Therapeutics, Inc. - Common Stock",ATXI,N
N,N,G,N,100,"Astria Therapeutics, Inc. - Common Stock",ATXS,N
N,N,S,N,100,AcuityAds Holdings Inc. - Common Shares,ATY,N
N,N,Q,N,100,Atlantic Union Bankshares Corporation - Common Stock,AUB,N
N,N,Q,N,100,"Atlantic Union Bankshares Corporation - Depositary Shares each representing a 1/400th ownership interest in a share of 6.875%Perpetual Non-Cumulative Preferred Stock, Series A",AUBAP,N
N,N,G,N,100,"Auburn National Bancorporation, Inc. - Common Stock",AUBN,N
N,N,Q,N,100,AudioCodes Ltd. - Ordinary Shares,AUDC,N
N,N,S,N,100,"Augmedix, Inc. - Common Stock",AUGX,N
N,N,S,N,100,authID Inc. - Common Stock,AUID,N
N,N,G,N,100,Aurinia Pharmaceuticals Inc - Common Shares,AUPH,N
N,N,Q,N,100,"Aurora Innovation, Inc.  - Class A Common Stock",AUR,N
N,N,G,N,100,"Aura Biosciences, Inc. - Common Stock",AURA,N
N,N,S,N,100,Aurora Acquisition Corp. - Class A Ordinary Shares,AURC,N
N,N,S,N,100,Aurora Acquisition Corp. - Unit,AURCU,N
N,N,S,N,100,Aurora Acquisition Corp. - Warrant,AURCW,N
N,N,Q,N,100,"Aurora Innovation, Inc.  - Warrant",AUROW,N
N,N,Q,N,100,Autolus Therapeutics plc - American Depositary Shares,AUTL,N
N,N,S,N,100,Auddia Inc. - Common Stock,AUUD,N
N,N,S,N,100,Auddia Inc. - Warrants,AUUDW,N
N,N,S,N,100,"Applied UV, Inc. - Common Stock",AUVI,N
N,N,S,N,100,"Applied UV, Inc. - 10.5% Series A Cumulative Perpetual Preferred Stock, $0.0001 par value per share",AUVIP,N
N,N,G,N,100,Avalon Acquisition Inc. - Class A Common Stock,AVAC,N
N,N,G,N,100,Avalon Acquisition Inc. - Units,AVACU,N
N,N,G,N,100,Avalon Acquisition Inc. - Warrant,AVACW,N
N,D,Q,N,100,Aveanna Healthcare Holdings Inc. - Common Stock,AVAH,N
N,N,Q,N,100,"AeroVironment, Inc. - Common Stock",AVAV,N
N,D,S,N,100,"American Virtual Cloud Technologies, Inc.  - Common Stock",AVCT,N
N,D,S,N,100,"American Virtual Cloud Technologies, Inc.  - Warrant expiring 4/7/2020",AVCTW,N
N,N,G,N,100,Avadel Pharmaceuticals plc - American Depositary Shares each representing one Ordinary Share,AVDL,N
N,N,Q,N,100,"AvidXchange Holdings, Inc. - Common Stock",AVDX,N
N,N,S,N,100,"AVEO Pharmaceuticals, Inc. - Common Stock",AVEO,N
N,N,Q,N,100,Broadcom Inc. - Common Stock,AVGO,N
N,N,S,N,100,"Avinger, Inc. - Common Stock",AVGR,N
N,N,G,N,100,Achari Ventures Holdings Corp. I - Common Stock,AVHI,N
N,N,G,N,100,Achari Ventures Holdings Corp. I - Unit,AVHIU,N
N,N,G,N,100,Achari Ventures Holdings Corp. I - Warrant,AVHIW,N
N,N,Q,N,100,"Avid Technology, Inc. - Common Stock",AVID,N
N,N,Q,N,100,"Atea Pharmaceuticals, Inc. - common stock",AVIR,N
N,N,Q,N,100,"Aviat Networks, Inc. - Common Stock",AVNW,N
N,N,Q,N,100,"Mission Produce, Inc. - Common Stock",AVO,N
N,N,Q,N,100,"AvePoint, Inc. - Class A Common Stock",AVPT,N
N,N,Q,N,100,"AvePoint, Inc. - Warrant",AVPTW,N
N,D,Q,N,100,"AVROBIO, Inc. - Common Stock",AVRO,N
N,N,Q,N,100,"Avnet, Inc. - Common Stock",AVT,N
N,N,G,N,100,"Aerovate Therapeutics, Inc. - Common Stock",AVTE,N
N,N,S,N,100,"Avalo Therapeutics, Inc. - Common Stock",AVTX,N
N,N,Q,N,100,Anavex Life Sciences Corp. - Common Stock,AVXL,N
N,D,S,N,100,Aspira Women's Health Inc. - Common Stock,AWH,N
N,N,G,N,100,"Aware, Inc. - Common Stock",AWRE,N
N,D,S,N,100,"Accelerate Diagnostics, Inc. - Common Stock",AXDX,N
N,N,S,N,100,"Axogen, Inc. - Common Stock",AXGN,N
N,D,G,N,100,Axcella Health Inc. - Common Stock,AXLA,N
N,N,Q,N,100,"Axonics, Inc. - Common Stock",AXNX,N
N,N,Q,N,100,"Axon Enterprise, Inc. - Common Stock",AXON,N
N,N,G,N,100,"Axsome Therapeutics, Inc. - Common Stock",AXSM,N
N,N,Q,N,100,AXT Inc - Common Stock,AXTI,N
N,N,Q,N,100,Atlantica Sustainable Infrastructure plc - Ordinary Shares,AY,N
N,D,G,N,100,"Ayala Pharmaceuticals, Inc. - Common Stock",AYLA,N
N,D,S,N,100,"AYRO, Inc. - Common Stock",AYRO,N
N,D,S,N,100,"Aytu BioPharma, Inc.  - Common Stock",AYTU,N
N,N,S,N,100,A2Z Smart Technologies Corp. - Common Shares,AZ,N
N,N,Q,N,100,AstraZeneca PLC - American Depositary Shares,AZN,N
N,N,Q,N,100,"Aspen Technology, Inc. - Common Stock",AZPN,N
N,N,Q,N,100,"Azenta, Inc. - Common Stock",AZTA,N
N,N,S,N,100,"Aziyo Biologics, Inc. - Class A Common Stock",AZYO,N
Y,N,G,N,100,GraniteShares 1.75x Long BABA Daily ETF,BABX,N
N,D,S,N,100,"IMAC Holdings, Inc. - Common Stock",BACK,N
N,N,S,N,100,BayFirst Financial Corp. - Common Stock,BAFN,N
N,N,Q,N,100,Bandwidth Inc. - Class A Common Stock,BAND,N
N,N,Q,N,100,BancFirst Corporation - Common Stock,BANF,N
N,N,Q,N,100,BancFirst Corporation - 7.2% Cumulative Trust Preferred Securities,BANFP,N
N,N,Q,N,100,Banner Corporation - Common Stock,BANR,N
N,N,Q,N,100,ArrowMark Financial Corp. - Common Stock,BANX,N
N,D,S,N,100,Baosheng Media Group Holdings Limited - Ordinary shares,BAOS,N
N,N,Q,N,100,"Couchbase, Inc. - Common Stock",BASE,N
N,N,Q,N,100,Liberty Media Corporation - Series A Liberty Braves Common Stock,BATRA,N
N,N,Q,N,100,Liberty Media Corporation - Series C Liberty Braves Common Stock,BATRK,N
N,N,Q,N,100,Bed Bath & Beyond Inc. - Common Stock,BBBY,N
N,N,S,N,100,"Concrete Pumping Holdings, Inc.  - Common Stock",BBCP,N
N,N,G,N,100,"Beasley Broadcast Group, Inc. - Class A Common Stock",BBGI,N
Y,N,G,N,100,VanEck Biotech ETF,BBH,N
N,H,S,N,100,"Vinco Ventures, Inc. - Common Stock",BBIG,N
N,N,Q,N,100,"BridgeBio Pharma, Inc. - Common Stock",BBIO,N
N,D,S,N,100,Bone Biologics Corp - Common Stock,BBLG,N
N,N,S,N,100,Bone Biologics Corp - warrants,BBLGW,N
N,N,Q,N,100,"Barrett Business Services, Inc. - Common Stock",BBSI,N
N,N,G,N,100,"BioAtla, Inc. - Common Stock",BCAB,N
N,N,S,N,100,BYND Cannasoft Enterprises Inc. - Common Stock,BCAN,N
N,N,G,N,100,"BCB Bancorp, Inc. (NJ) - Common Stock",BCBP,N
N,N,S,N,100,"BioCardia, Inc. - Common Stock",BCDA,N
N,N,S,N,100,"BioCardia, Inc. - Warrant",BCDAW,N
N,N,Q,N,100,"Atreca, Inc. - Class A Common Stock",BCEL,N
N,N,S,N,100,Brainstorm Cell Therapeutics Inc. - Common Stock,BCLI,N
N,N,Q,N,100,BayCom Corp - Common Stock,BCML,N
N,N,Q,N,100,"Blucora, Inc. - Common Stock",BCOR,N
N,N,Q,N,100,Brightcove Inc. - Common Stock,BCOV,N
N,N,S,N,100,"1895 Bancorp of Wisconsin, Inc. - Common Stock",BCOW,N
N,N,Q,N,100,Balchem Corporation - Common Stock,BCPC,N
N,N,Q,N,100,"BioCryst Pharmaceuticals, Inc. - Common Stock",BCRX,N
N,N,G,N,100,Blockchain Coinvestors Acquisition Corp. I - Class A Ordinary Shares,BCSA,N
N,N,G,N,100,Blockchain Coinvestors Acquisition Corp. I - Unit,BCSAU,N
N,N,G,N,100,Blockchain Coinvestors Acquisition Corp. I - Warrant,BCSAW,N
N,N,S,N,100,BriaCell Therapeutics Corp. - Common Shares,BCTX,N
N,N,S,N,100,BriaCell Therapeutics Corp. - Warrant,BCTXW,N
N,N,Q,N,100,Bicycle Therapeutics plc - American Depositary Shares,BCYC,N
N,N,G,N,100,"Biodesix, Inc. - Common Stock",BDSX,N
N,N,Q,N,100,"Black Diamond Therapeutics, Inc. - Common Stock",BDTX,N
N,N,Q,N,100,Beam Therapeutics Inc. - Common Stock,BEAM,N
N,N,S,N,100,"Heartbeam, Inc. - Common Stock",BEAT,N
N,N,S,N,100,"Heartbeam, Inc. - Warrant",BEATW,N
N,N,Q,N,100,"Beacon Roofing Supply, Inc. - Common Stock",BECN,N
N,N,S,N,100,Beam Global - Common Stock,BEEM,N
N,N,S,N,100,Beam Global - Warrant,BEEMW,N
N,N,Q,N,100,Bel Fuse Inc. - Class A Common Stock,BELFA,N
N,N,Q,N,100,Bel Fuse Inc. - Class B Common Stock,BELFB,N
N,N,S,N,100,Bank First Corporation - Common Stock,BFC,N
N,N,G,N,100,BurgerFi International Inc - Common Stock,BFI,N
N,N,G,N,100,BurgerFi International Inc - Warrant,BFIIW,N
N,N,Q,N,100,BankFinancial Corporation - Common Stock,BFIN,N
Y,N,G,N,100,Global X Health & Wellness ETF,BFIT,N
N,N,S,N,100,Biofrontera Inc. - Common Stock,BFRI,N
N,N,S,N,100,Biofrontera Inc. - Warrants,BFRIW,N
N,N,Q,N,100,"Business First Bancshares, Inc. - Common Stock",BFST,N
N,N,Q,N,100,"BGC Partners, Inc. - Class A Common Stock",BGCP,N
N,N,Q,N,100,Big 5 Sporting Goods Corporation - Common Stock,BGFV,N
N,N,Q,N,100,"BeiGene, Ltd. - American Depositary Shares",BGNE,N
Y,N,G,N,100,iShares USD Green Bond ETF,BGRN,N
N,N,Q,N,100,"Berkshire Grey, Inc. - Class A Common Stock",BGRY,N
N,N,Q,N,100,"Berkshire Grey, Inc. - Warrant",BGRYW,N
N,D,S,N,100,Bright Green Corporation - Common Stock,BGXX,N
N,N,G,N,100,Crixus BH3 Acquisition Company - Class A Common Stock,BHAC,N
N,N,G,N,100,Crixus BH3 Acquisition Company - Units,BHACU,N
N,N,G,N,100,Crixus BH3 Acquisition Company - Warrants,BHACW,N
N,D,S,N,100,Blue Hat Interactive Entertainment Technology - Ordinary Shares,BHAT,N
N,N,Q,N,100,"Brighthouse Financial, Inc. - Common Stock",BHF,N
N,N,Q,N,100,"Brighthouse Financial, Inc. - Junior Subordinated Debentures due 2058",BHFAL,N
N,N,Q,N,100,"Brighthouse Financial, Inc. - Depositary shares each representing a 1/1,000th Interest in a Share of 4.625% Non-Cumulative Preferred Stock, Series D",BHFAM,N
N,N,Q,N,100,"Brighthouse Financial, Inc. - depositary shares, each representing a 1/1,000th interest in a share of 5.375% Non-Cumulative Preferred Stock, Series C",BHFAN,N
N,N,Q,N,100,"Brighthouse Financial, Inc. - Depositary Shares, each representing a 1/1,000th interest in a share of 6.750% Non-Cumulative Preferred Stock, Series B",BHFAO,N
N,N,Q,N,100,"Brighthouse Financial, Inc. - Depositary Shares 6.6% Non-Cumulative Preferred Stock, Series A",BHFAP,N
N,N,S,N,100,"bioAffinity Technologies, Inc. - Common Stock",BIAF,N
N,N,S,N,100,"bioAffinity Technologies, Inc. - Warrant",BIAFW,N
Y,N,G,N,100,ProShares Ultra Nasdaq Biotechnology,BIB,N
Y,N,G,N,100,First Trust BICK Index Fund,BICK,N
N,N,Q,N,100,"Baidu, Inc. - American Depositary Shares, each representing 8 ordinary share",BIDU,N
N,N,G,N,100,"BigCommerce Holdings, Inc. - Series 1 Common Stock",BIGC,N
N,N,Q,N,100,Biogen Inc. - Common Stock,BIIB,N
N,N,Q,N,100,Bilibili Inc. - American Depositary Shares,BILI,N
N,N,S,N,100,BIMI International Medical Inc. - Common Stock,BIMI,N
N,D,S,N,100,"Biocept, Inc. - Common Stock",BIOC,N
N,N,S,N,100,"Biolase, Inc. - Common Stock",BIOL,N
N,D,G,N,100,"Biora Therapeutics, Inc.  - Common Stock",BIOR,N
N,N,G,N,100,BioPlus Acquisition Corp. - Class A Ordinary Shares,BIOS,N
N,N,G,N,100,BioPlus Acquisition Corp. - Units,BIOSU,N
N,N,G,N,100,BioPlus Acquisition Corp. - Warrants,BIOSW,N
N,N,S,N,100,Biotech Acquisition Company - Class A Ordinary Shares,BIOT,N
N,N,S,N,100,Biotech Acquisition Company - Unit,BIOTU,N
N,N,S,N,100,Biotech Acquisition Company - Warrant,BIOTW,N
N,N,Q,N,100,Bioceres Crop Solutions Corp. - Ordinary Shares,BIOX,N
N,N,Q,N,100,"Allbirds, Inc. - Class A Common Stock",BIRD,N
Y,N,G,N,100,ProShares UltraShort Nasdaq Biotechnology,BIS,N
N,D,G,N,100,Bitfarms Ltd. - Common Stock,BITF,N
Y,N,G,N,100,Global X Blockchain & Bitcoin Strategy ETF,BITS,N
N,N,S,N,100,BioVie Inc. - Common stock,BIVI,N
N,D,S,N,100,"Bluejay Diagnostics, Inc. - Common Stock",BJDX,N
Y,N,G,N,100,VanEck Gaming ETF,BJK,N
N,N,Q,N,100,"BJ's Restaurants, Inc. - Common Stock",BJRI,N
N,N,Q,N,100,BlackRock Capital Investment Corporation - Common Stock,BKCC,N
Y,N,G,N,100,Global X Blockchain ETF,BKCH,N
N,N,Q,N,100,Booking Holdings Inc. - Common Stock,BKNG,N
N,N,Q,N,100,Baker Hughes Company - Common Stock,BKR,N
N,N,S,N,100,Bank of South Carolina Corp. - Common Stock,BKSC,N
N,N,S,N,100,"BIO-key International, Inc. - Common Stock",BKYI,N
N,N,Q,N,100,"BlackLine, Inc. - Common Stock",BL,N
N,N,G,N,100,Blue Bird Corporation - Common Stock,BLBD,N
N,D,S,N,100,Blackboxstocks Inc. - Common Stock,BLBX,N
N,N,S,N,100,"Bellicum Pharmaceuticals, Inc. - Common Stock",BLCM,N
Y,N,G,N,100,Siren Nasdaq NexGen Economy ETF,BLCN,N
N,N,S,N,100,"Blade Air Mobility, Inc. - Class A Common Stock",BLDE,N
N,N,S,N,100,"Blade Air Mobility, Inc. - Warrants",BLDEW,N
N,N,G,N,100,"Ballard Power Systems, Inc. - Common Shares",BLDP,N
N,N,G,N,100,bleuacacia ltd - Class A Ordinary Shares,BLEU,N
N,N,G,N,100,bleuacacia ltd - Rights,BLEUR,N
N,N,G,N,100,bleuacacia ltd - Units,BLEUU,N
N,N,G,N,100,bleuacacia ltd - Warrants,BLEUW,N
N,N,S,N,100,"BioLife Solutions, Inc. - Common Stock",BLFS,N
N,N,Q,N,100,Blue Foundry Bancorp - Common Stock,BLFY,N
N,N,Q,N,100,"Berkeley Lights, Inc. - Common Stock",BLI,N
N,N,S,N,100,"Bridgeline Digital, Inc. - Common Stock",BLIN,N
N,N,Q,N,100,"Blackbaud, Inc. - Common Stock",BLKB,N
Y,N,G,N,100,JPMorgan Sustainable Infrastructure ETF,BLLD,N
N,N,Q,N,100,"Bloomin' Brands, Inc. - Common Stock",BLMN,N
N,N,S,N,100,Belong Acquisition Corp. - Class A Common Stock,BLNG,N
N,N,S,N,100,Belong Acquisition Corp. - Units,BLNGU,N
N,N,S,N,100,Belong Acquisition Corp. - Warrant,BLNGW,N
N,N,S,N,100,Blink Charging Co. - Common Stock,BLNK,N
N,N,S,N,100,Blink Charging Co. - Warrant,BLNKW,N
N,N,S,N,100,"Bellerophon Therapeutics, Inc. - Common Stock",BLPH,N
N,D,S,N,100,BioLineRx Ltd. - American Depositary Shares,BLRX,N
N,N,S,N,100,"Belite Bio, Inc - American Depositary Shares",BLTE,N
N,N,Q,N,100,BELLUS Health Inc. - Common Shares,BLU,N
N,N,Q,N,100,"bluebird bio, Inc. - Common Stock",BLUE,N
N,N,G,N,100,"Backblaze, Inc. - Class A Common Stock",BLZE,N
N,N,G,N,100,Blockchain Moon Acquisition Corp. - Common Stock,BMAQ,N
N,N,G,N,100,Blockchain Moon Acquisition Corp. - Rights,BMAQR,N
N,N,G,N,100,Blockchain Moon Acquisition Corp. - Units,BMAQU,N
N,N,G,N,100,Blockchain Moon Acquisition Corp. - Warrants,BMAQW,N
N,N,Q,N,100,Bumble Inc. - common stock,BMBL,N
N,N,Q,N,100,"Biomea Fusion, Inc. - Common Stock",BMEA,N
N,N,S,N,100,"Biomerica, Inc. - Common Stock",BMRA,N
N,N,S,N,100,Bank of Marin Bancorp - Common Stock,BMRC,N
N,N,Q,N,100,BioMarin Pharmaceutical Inc. - Common Stock,BMRN,N
Y,N,G,N,100,Vanguard Total Bond Market ETF,BND,N
Y,N,G,N,100,Vanguard Total World Bond ETF,BNDW,N
Y,N,G,N,100,Vanguard Total International Bond ETF,BNDX,N
N,N,G,N,100,"Benefitfocus, Inc. - Common Stock",BNFT,N
N,N,S,N,100,"Bionano Genomics, Inc. - Common Stock",BNGO,N
N,N,S,N,100,"Bionano Genomics, Inc. - Warrant",BNGOW,N
N,N,S,N,100,Bannix Acquisition Corp. - Common Stock,BNIX,N
